Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,EAR,% <EAR,%<EAR_SE,p-value_%EAR,Both,Male,Female,AI,% >AI,%>AI_SE,p-value_%AI,UL,% >UL,%>UL_SE,AMDR,% below AMDR,% below AMDR_SE,% within AMDR,% within AMDR_SE,p-value  % within AMDR,% above AMDR,% above AMDR_SE,p-value % below AMDR,p-value % above AMDR,CDRR,% >CDRR,%>CDRR_SE,p-value_%CDRR,%Inadequacy,%Inadequacy_SE,p_value %Inadequacy,%  above AMDR_SE,p-value_%UL
Percentage of total energy intake from sugars,2004,Prince Edward Island,Female,9-13,75,25.8,1.1,20.3,1.7,21.3,1.6,23.4,1.3,25.7,1.2,28.2,1.3,30.4,1.6,31.8,1.8,,,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Male,14-18,87,22.4,0.9,14.1,1.1,15.7,1,18.7,0.9,22.2,0.9,25.8,1,29.2,1.1,31.4,1.2,,,,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Female,14-18,81,24.7,0.7,18.5,1.5,19.9,1.3,22.1,0.9,24.6,0.7,27.2,0.9,29.7,1.3,31.1,1.7,,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Male,19-30,70,20.9,1.3,12.7,1.3,14.3,1.3,17.2,1.3,20.5,1.3,24.3,1.5,28.2,1.8,30.3,2,,,,,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Female,19-30,101,22.3,1.1,14.9,1.5,16.4,1.4,19.1,1.2,22.1,1.1,25.4,1.3,28.6,1.6,30.6,1.9,,,,,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Male,31-50,109,19.1,0.9,10.4,1.1,12.1,1,15,0.9,18.5,0.9,22.6,1,26.7,1.4,29.4,1.6,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Female,31-50,116,21.7,0.9,12,0.8,13.6,0.8,17,0.8,21.2,0.9,25.8,1,30.7,1.3,33.5,1.4,,,,,,,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Male,51-70,128,19,0.7,9.8,0.7,11.4,0.7,14.6,0.7,18.4,0.7,22.8,0.9,27.1,1,29.9,1.1,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Female,51-70,146,20.5,0.7,12.1,0.8,13.8,0.8,16.7,0.7,20.2,0.7,24.1,0.8,27.7,1,30,1.1,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Male,71 years and over,65,19.7,0.7,10.4,0.7,12,0.7,15.2,0.7,19.2,0.7,23.6,0.8,27.8,1,30.5,1.2,,,,,,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Female,71 years and over,94,20.8,0.8,12.7,0.8,14.4,0.8,17.1,0.8,20.5,0.8,24.2,0.9,28,1,30.3,1.1,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Male,19 years and over,372,19.4,0.5,10.4,0.5,12.1,0.5,15.1,0.4,19,0.5,23.2,0.5,27.4,0.7,30.2,0.8,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Prince Edward Island,Female,19 years and over,457,21.2,0.5,12.5,0.5,14.2,0.5,17.1,0.5,20.8,0.5,24.9,0.5,28.8,0.6,31.3,0.7,,,,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Both,1-3,89,25.3,0.8,15.7,1,17.8,0.9,21.1,0.9,25,0.8,29.4,1,33.2,1.1,35.5,1.2,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Both,4-8,83,26,0.7,18.5,0.9,20,0.8,22.8,0.7,25.9,0.7,29.2,0.8,32.2,1,34,1.1,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Male,9-13,69,24.7,0.8,18.2,0.9,19.4,0.9,21.9,0.8,24.6,0.8,27.4,0.9,30.2,1.1,31.9,1.3,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Female,9-13,75,24.1,0.9,18.5,1.6,19.6,1.4,21.6,1.1,23.9,0.9,26.4,1.1,28.7,1.5,30,1.7,,,,,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Male,14-18,83,22.9,0.8,14.5,0.9,16.1,0.9,19.1,0.8,22.6,0.8,26.3,1,30,1.2,32.1,1.3,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Female,14-18,70,25.3,1.3,19.1,1.6,20.4,1.5,22.7,1.3,25.2,1.3,27.9,1.6,30.3,2,31.8,2.3,,,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Male,19-30,57,18.6,1.3,10.9,1.2,12.4,1.2,14.9,1.2,18.2,1.3,21.8,1.5,25.4,1.8,27.8,2.1,,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Female,19-30,72,20.2,1.7,13.3,1.7,14.7,1.7,17.1,1.6,20,1.7,23,1.9,26.2,2.2,28,2.4,,,,,,,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Male,31-50,136,17.8,1,9.8,1.1,11.2,1.1,14,1,17.4,1,21.3,1.1,25,1.4,27.3,1.7,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Female,31-50,166,19.3,0.7,10,0.7,11.7,0.7,14.8,0.7,18.7,0.8,23.2,0.9,27.7,1.1,30.4,1.2,,,,,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Male,51-70,152,17.2,0.6,8.6,0.6,10.2,0.6,13.1,0.6,16.6,0.7,20.7,0.8,24.9,0.9,27.5,1,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Female,51-70,169,19,0.6,11.1,0.8,12.6,0.7,15.3,0.7,18.7,0.7,22.5,0.7,25.7,0.9,28,1,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Male,71 years and over,77,19.7,0.8,10.1,0.8,11.7,0.8,15.2,0.8,19.3,0.8,23.6,1,28.1,1.2,30.8,1.3,,,,,,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Female,71 years and over,127,19.9,0.7,11.9,0.7,13.4,0.7,16.2,0.7,19.5,0.7,23.1,0.8,26.8,0.9,29,1.1,,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Male,19 years and over,422,17.9,0.5,9.2,0.5,10.9,0.5,13.8,0.5,17.5,0.5,21.6,0.6,25.7,0.7,28.2,0.8,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Nova Scotia,Female,19 years and over,534,19.4,0.5,11.1,0.5,12.6,0.5,15.5,0.5,19,0.5,22.9,0.5,26.7,0.6,29,0.7,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Both,1-3,112,26.8,0.8,17.3,1,19.1,0.9,22.5,0.8,26.6,0.8,30.9,0.9,34.7,1,36.9,1.2,,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Both,4-8,177,26.5,0.7,18.9,0.9,20.5,0.8,23.2,0.7,26.3,0.7,29.6,0.8,32.7,1,34.6,1.1,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Male,9-13,111,26.6,0.8,19.8,0.9,21.2,0.9,23.6,0.8,26.5,0.8,29.6,0.9,32.1,1.1,33.7,1.2,,,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Female,9-13,105,25.2,1,19.7,1.6,20.7,1.4,22.7,1.1,25,1,27.5,1.1,29.9,1.5,31.2,1.8,,,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Male,14-18,113,25.2,0.9,16.7,0.9,18.3,0.9,21.2,0.8,25,0.9,28.7,1,32.6,1.2,34.6,1.3,,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Female,14-18,120,26.7,1.3,20.5,1.7,21.6,1.5,24,1.3,26.6,1.3,29.3,1.6,31.9,2,33.3,2.3,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Male,19-30,91,20.8,1.3,12.8,1.4,14.2,1.4,17.1,1.3,20.4,1.3,24.3,1.4,27.8,1.7,30.2,1.9,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Female,19-30,91,21.9,1.7,14.8,1.7,16.3,1.7,18.6,1.7,21.8,1.7,24.8,2,27.9,2.3,29.8,2.6,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Male,31-50,101,18.5,1,10.4,1.1,11.8,1.1,14.5,1,18.1,1,21.9,1.1,25.8,1.3,28.3,1.6,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Female,31-50,159,20.1,0.7,10.7,0.7,12.5,0.7,15.6,0.7,19.6,0.7,24.1,0.9,28.5,1.1,31.6,1.3,,,,,,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Male,51-70,134,18.1,0.7,9.4,0.7,10.9,0.7,13.9,0.7,17.7,0.7,21.8,0.8,25.9,0.9,28.8,1.1,,,,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Female,51-70,174,19.7,0.7,11.5,0.8,13.1,0.8,16,0.7,19.4,0.7,23.1,0.8,26.7,0.9,29,1.1,,,,,,,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Male,71 years and over,56,19.7,0.9,10.3,0.8,12,0.8,15.3,0.8,19.3,0.9,23.6,1,27.8,1.2,30.5,1.3,,,,,,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Female,71 years and over,80,21.3,0.7,12.9,0.7,14.5,0.7,17.5,0.7,20.9,0.7,24.7,0.8,28.8,1.1,30.8,1.1,,,,,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Male,19 years and over,382,18.9,0.5,10,0.5,11.6,0.5,14.6,0.5,18.4,0.5,22.7,0.5,26.8,0.7,29.5,0.8,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Nova Scotia,Female,19 years and over,504,20.5,0.5,11.9,0.5,13.5,0.5,16.4,0.5,20.1,0.5,24.1,0.5,28,0.6,30.5,0.7,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Both,1-3,62,26.2,0.9,16.7,1.1,18.6,1,22,0.9,26,0.9,30.1,1,33.9,1.2,36.4,1.4,,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Both,4-8,83,26.5,0.8,19,1,20.5,1,23.2,0.8,26.3,0.8,29.6,0.9,32.6,1.1,34.6,1.2,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Male,9-13,66,24,1.3,17.4,1.3,18.8,1.3,21.1,1.3,23.8,1.3,26.8,1.4,29.3,1.6,31,1.7,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Female,9-13,71,24.9,0.9,19.2,1.5,20.5,1.3,22.5,1,24.8,0.9,27.3,1.1,29.6,1.5,31.1,1.8,,,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Male,14-18,59,21.8,0.9,13.7,0.9,15.2,0.9,18,0.9,21.5,0.9,25.3,1,28.8,1.3,31,1.5,,,,,,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Female,14-18,83,22.3,0.7,16.5,1.5,17.7,1.2,19.8,0.9,22.2,0.7,24.8,0.9,27.1,1.3,28.6,1.6,,,,,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Male,19-30,37,18.3,1.3,10.7,1.3,12.2,1.2,14.8,1.2,18,1.3,21.6,1.5,25.1,1.8,27,2,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Female,19-30,55,21.3,1.3,14,1.6,15.5,1.5,17.8,1.4,21.1,1.3,24.3,1.4,27.5,1.7,29.7,2,,,,,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Male,31-50,118,19.4,0.9,10.9,1.1,12.6,1.1,15.5,1,18.9,0.9,22.9,1.1,27,1.4,29.5,1.6,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Female,31-50,156,21,0.9,11.5,0.8,13.1,0.8,16.3,0.8,20.4,0.9,25.1,1,29.5,1.1,32.5,1.3,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Male,51-70,123,18.8,0.8,9.8,0.7,11.4,0.7,14.3,0.7,18.4,0.8,22.6,0.9,26.7,1.1,29.4,1.3,,,,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Female,51-70,159,19.3,0.7,11.3,0.7,12.8,0.7,15.7,0.7,19,0.7,22.5,0.7,26.2,0.9,28.5,1,,,,,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Male,71 years and over,93,19.2,0.9,9.7,0.8,11.7,0.8,14.8,0.8,18.8,0.9,23.2,1,27.4,1.1,30.3,1.3,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Female,71 years and over,93,19.2,0.7,11.5,0.7,12.8,0.7,15.5,0.7,18.9,0.7,22.5,0.8,25.9,0.9,28,1.1,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Male,19 years and over,371,19.1,0.5,10.2,0.5,11.8,0.5,14.7,0.5,18.5,0.5,22.8,0.6,27.2,0.8,29.8,0.9,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,New Brunswick,Female,19 years and over,463,20.2,0.4,11.7,0.5,13.3,0.5,16.2,0.4,19.8,0.4,23.8,0.5,27.6,0.6,30.2,0.7,,,,,,,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Both,1-3,99,27.7,0.9,18,1.1,19.9,1,23.3,0.9,27.5,0.9,31.7,1,35.6,1.2,38.3,1.3,,,,,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Both,4-8,140,26.9,0.8,19.3,1,21,0.9,23.6,0.8,26.8,0.8,30.1,0.9,33.3,1,35.1,1.2,,,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Male,9-13,92,25.7,1.3,19.1,1.4,20.4,1.3,22.6,1.3,25.5,1.3,28.4,1.4,31.2,1.5,33,1.7,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Female,9-13,79,26,0.9,20.2,1.6,21.5,1.3,23.5,1,25.9,0.9,28.4,1.1,30.7,1.5,32.1,1.7,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Male,14-18,107,24,0.8,15.4,1,17.2,0.9,20.2,0.9,23.7,0.8,27.4,0.9,31.2,1.2,33.4,1.3,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Female,14-18,104,23.7,0.7,17.7,1.5,19,1.3,21,0.9,23.6,0.7,26.1,0.9,28.7,1.4,30.1,1.7,,,,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Male,19-30,73,21.1,1.3,12.8,1.3,14.6,1.3,17.4,1.3,20.7,1.3,24.4,1.5,28,1.7,30.3,2,,,,,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Female,19-30,101,23.2,1.2,15.6,1.6,17.2,1.5,19.8,1.3,22.9,1.2,26.3,1.4,29.6,1.7,31.6,2,,,,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Male,31-50,134,20,0.9,11.2,1.1,13,1.1,15.8,1,19.5,0.9,23.5,1.1,27.8,1.4,30.3,1.7,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Female,31-50,143,21.9,0.9,12.1,0.8,13.8,0.8,17,0.8,21.3,0.9,25.8,1,30.7,1.2,34,1.4,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Male,51-70,131,19.9,0.9,10.6,0.8,12.2,0.8,15.3,0.8,19.3,0.9,23.9,1,28.3,1.1,31.1,1.3,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Female,51-70,193,20.1,0.7,11.8,0.8,13.5,0.7,16.2,0.7,19.7,0.7,23.5,0.8,27.1,1,29.4,1.1,,,,,,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Male,71 years and over,55,19.2,0.9,10,0.8,11.7,0.8,14.8,0.9,18.7,0.9,23.1,1,27.4,1.2,29.9,1.4,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Female,71 years and over,94,20.5,0.7,12.1,0.8,13.8,0.8,16.8,0.8,20.1,0.8,23.9,0.8,27.5,1,29.8,1.1,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Male,19 years and over,393,20,0.5,10.8,0.5,12.5,0.5,15.7,0.5,19.5,0.5,23.8,0.6,28,0.6,30.7,0.7,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,New Brunswick,Female,19 years and over,531,21.3,0.4,12.5,0.5,14.2,0.5,17.1,0.4,20.8,0.5,24.9,0.5,28.9,0.6,31.4,0.7,,,,,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Both,1-3,198,26.4,0.6,16.8,0.9,18.7,0.8,22.2,0.6,26.3,0.6,30.5,0.7,34.5,0.9,36.6,1.1,,,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Both,4-8,195,25.3,0.5,17.9,0.9,19.4,0.8,22,0.6,25.1,0.5,28.3,0.5,31.3,0.7,33.1,0.8,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Male,9-13,177,24.4,0.5,17.9,0.8,19.2,0.7,21.5,0.6,24.2,0.5,27.1,0.6,29.8,0.8,31.3,1,,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Female,9-13,117,24.6,0.6,18.9,1.5,20.1,1.2,22.1,0.9,24.4,0.6,26.9,0.8,29.3,1.3,30.6,1.6,,,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Male,14-18,124,22.5,0.8,14,0.9,15.8,0.8,18.8,0.7,22.3,0.8,26,0.9,29.5,1.1,31.5,1.2,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Female,14-18,116,24,0.7,17.9,1.5,19.1,1.3,21.4,1,23.8,0.7,26.4,0.9,28.9,1.3,30.2,1.6,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Male,19-30,140,19.5,0.8,11.9,1.1,13.3,1,15.9,0.9,19.3,0.8,22.6,0.9,26.5,1.3,28.7,1.5,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Female,19-30,154,20.7,1,13.4,1.4,14.8,1.3,17.5,1.1,20.4,1,23.8,1.1,27,1.5,28.9,1.7,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Male,31-50,346,18.2,0.7,9.9,0.9,11.6,0.9,14.3,0.8,17.8,0.7,21.8,0.8,25.6,1.1,28.1,1.4,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Female,31-50,361,19.3,0.6,10.3,0.6,12,0.6,14.9,0.6,18.8,0.6,23.1,0.8,27.5,0.9,30.3,1.1,,,,,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Male,51-70,341,18.1,0.5,9.3,0.5,10.9,0.5,13.8,0.5,17.6,0.5,21.8,0.6,26.1,0.8,28.7,0.9,,,,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Female,51-70,351,19.6,0.5,11.6,0.7,13.1,0.6,15.8,0.5,19.2,0.5,22.9,0.6,26.4,0.7,28.8,0.9,,,,,,,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Male,71 years and over,182,19.9,0.8,10.2,0.7,12,0.7,15.3,0.7,19.4,0.8,23.9,1,28.3,1.2,30.8,1.4,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Female,71 years and over,247,20.7,0.6,12.4,0.6,13.9,0.6,16.8,0.6,20.3,0.6,24.2,0.7,27.8,0.8,29.9,1,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Male,19 years and over,1009,18.6,0.3,9.9,0.4,11.5,0.4,14.5,0.4,18.2,0.4,22.3,0.4,26.4,0.5,28.9,0.7,,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2015,Quebec,Female,19 years and over,1113,19.8,0.3,11.5,0.4,12.9,0.4,15.9,0.3,19.4,0.3,23.4,0.4,27.2,0.5,29.7,0.6,,,,,,,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Both,1-3,311,28.2,0.6,18.4,0.9,20.4,0.8,23.9,0.6,28,0.6,32.3,0.7,36.1,0.9,38.7,1.1,,,,,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Both,4-8,485,25.7,0.5,18.2,0.9,19.8,0.8,22.4,0.6,25.6,0.5,28.9,0.6,31.9,0.7,33.8,0.9,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Male,9-13,277,26.1,0.5,19.4,0.9,20.8,0.8,23.2,0.6,26,0.6,28.9,0.6,31.6,0.8,33.2,1,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Female,9-13,281,25.7,0.6,20,1.5,21.2,1.2,23.3,0.9,25.6,0.6,28.1,0.8,30.5,1.3,32,1.6,,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Male,14-18,339,24.8,0.7,16.2,0.8,17.9,0.8,20.9,0.7,24.6,0.7,28.4,0.9,32.1,1.1,34.3,1.2,,,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Female,14-18,321,25.3,0.7,19,1.6,20.3,1.3,22.6,0.9,25.2,0.7,27.9,0.9,30.3,1.3,31.9,1.7,,,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Male,19-30,237,21.9,0.9,13.4,1.3,15.1,1.2,18,1.1,21.6,0.9,25.5,1,29.2,1.2,31.4,1.4,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Female,19-30,249,22.4,0.9,15,1.3,16.4,1.2,19,1,22.1,0.9,25.5,1.1,28.7,1.5,30.7,1.8,,,,,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Male,31-50,423,18.6,0.7,10.1,1,11.8,0.9,14.6,0.8,18.2,0.7,22.2,0.8,26.1,1.1,28.7,1.4,,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of total energy intake from sugars,2004,Quebec,Female,31-50,364,20.2,0.7,10.8,0.6,12.5,0.6,15.6,0.7,19.6,0.7,24.1,0.8,28.6,1,31.4,1.2,,,,,,,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,
