Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,AI,% >AI,%>AI_SE,p-value_%>AI,UL,% >UL,%>UL_SE,p-value_%>UL,EAR,% <EAR,%<EAR_SE,p-value_%<EAR,AMDR,%<AMDR,%<AMDR_SE,p-value_%<AMDR,%withinAMDR,%withinAMDR_SE,p-value_%withinAMDR,%>AMDR,%>AMDR_SE,p-value_%>AMDR,Male,Female,Both
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Both,1-3,75,5.5,0.2,3.7,0.2,4.1,0.2,4.7,0.2,5.4,0.2,6.2,0.2,6.9,0.3,7.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,5.5
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Both,4-8,76,6.2,0.2,4.9,0.3,5.2,0.2,5.6,0.2,6.2,0.2,6.8,0.2,7.4,0.3,7.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,6.2
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Male,9-13,73,6.4,0.2,5.1,0.4,5.3,0.3,5.8,0.2,6.4,0.2,7.0,0.2,7.6,0.4,8.0,0.5,,,,,,,,,,,,,,,,,,,,,,,6.4,,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Female,9-13,71,6.3,0.3,4.9,0.3,5.1,0.3,5.7,0.3,6.2,0.3,6.9,0.3,7.5,0.4,7.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,6.3,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Male,14-18,67,6.5,0.3,5.1,0.4,5.4,0.4,5.9,0.3,6.4,0.3,7.0,0.3,7.6,0.5,8.0,0.6,,,,,,,,,,,,,,,,,,,,,,,6.5,,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Female,14-18,62,6.7,0.2,5.3,0.6,5.6,0.5,6.1,0.4,6.7,0.2,7.3,0.3,8.0,0.5,8.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,6.7,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Male,19-30,35,6.7,0.4,4.1,0.5,4.5,0.5,5.3,0.5,6.5,0.4,7.8,0.5,9.0,0.6,9.9,0.7,,,,,,,,,,,,,,,,,,,,,,,6.7,,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Female,19-30,51,6.9,0.4,4.9,0.5,5.3,0.5,5.9,0.4,6.8,0.4,7.7,0.5,8.6,0.7,9.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,6.9,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Male,31-50,119,7.1,0.3,5.2,0.4,5.6,0.4,6.2,0.3,7.0,0.3,7.9,0.4,8.7,0.5,9.2,0.7,,,,,,,,,,,,,,,,,,,,,,,7.1,,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Female,31-50,127,7.5,0.3,5.3,0.4,5.7,0.4,6.4,0.3,7.4,0.3,8.4,0.4,9.4,0.5,10.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,7.5,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Male,51-70,150,6.9,0.2,4.4,0.3,4.9,0.3,5.7,0.3,6.7,0.2,7.9,0.3,9.0,0.4,9.8,0.5,,,,,,,,,,,,,,,,,,,,,,,6.9,,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Female,51-70,161,6.7,0.2,4.9,0.3,5.2,0.3,5.9,0.3,6.6,0.2,7.5,0.3,8.3,0.4,8.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,6.7,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Male,71 years and over,96,6.3,0.3,4.3,0.3,4.7,0.3,5.4,0.3,6.2,0.3,7.2,0.3,8.1,0.4,8.8,0.4,,,,,,,,,,,,,,,,,,,,,,,6.3,,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Female,71 years and over,87,6.7,0.2,4.8,0.4,5.2,0.3,5.8,0.3,6.6,0.2,7.5,0.3,8.3,0.4,8.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,6.7,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Male,19 years and over,400,6.9,0.2,4.6,0.2,5.0,0.2,5.8,0.2,6.7,0.2,7.8,0.2,8.9,0.2,9.5,0.3,,,,,,,,,,,,,,,,,,,,,,,6.9,,
Percentage of total energy intake from polyunsaturated fats,2015,Newfoundland and Labrador,Female,19 years and over,426,7.0,0.1,4.9,0.2,5.3,0.2,6.0,0.1,6.9,0.1,7.9,0.2,8.8,0.2,9.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,7.0,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Both,1-3,79,3.9,0.2,2.4,0.2,2.7,0.2,3.2,0.2,3.9,0.2,4.6,0.2,5.3,0.2,5.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,3.9
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Both,4-8,127,5.1,0.2,3.9,0.2,4.1,0.2,4.6,0.2,5.0,0.2,5.6,0.2,6.1,0.2,6.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,5.1
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Male,9-13,111,5.5,0.2,4.3,0.3,4.5,0.3,5.0,0.2,5.5,0.2,6.0,0.2,6.6,0.3,6.9,0.4,,,,,,,,,,,,,,,,,,,,,,,5.5,,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Female,9-13,96,5.2,0.2,4,0.3,4.3,0.3,4.7,0.2,5.2,0.2,5.7,0.3,6.2,0.4,6.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,5.2,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Male,14-18,107,5.2,0.2,4.1,0.4,4.3,0.3,4.7,0.3,5.2,0.2,5.7,0.3,6.2,0.4,6.5,0.5,,,,,,,,,,,,,,,,,,,,,,,5.2,,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Female,14-18,105,5.6,0.2,4.3,0.5,4.6,0.4,5.0,0.3,5.6,0.2,6.1,0.3,6.7,0.5,7.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,5.6,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Male,19-30,77,5.5,0.3,3.2,0.4,3.7,0.3,4.4,0.3,5.4,0.3,6.5,0.4,7.6,0.5,8.3,0.6,,,,,,,,,,,,,,,,,,,,,,,5.5,,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Female,19-30,91,5.4,0.3,3.8,0.4,4.1,0.4,4.6,0.3,5.3,0.3,6.1,0.4,6.8,0.6,7.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,5.4,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Male,31-50,145,5.6,0.2,4.1,0.4,4.4,0.3,4.9,0.3,5.6,0.2,6.3,0.3,7.0,0.4,7.5,0.5,,,,,,,,,,,,,,,,,,,,,,,5.6,,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Female,31-50,167,6.0,0.2,4.1,0.3,4.5,0.3,5.1,0.3,5.9,0.2,6.8,0.3,7.7,0.4,8.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,6.0,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Male,51-70,182,5.5,0.2,3.5,0.3,3.9,0.2,4.5,0.2,5.4,0.2,6.4,0.3,7.4,0.3,8.0,0.4,,,,,,,,,,,,,,,,,,,,,,,5.5,,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Female,51-70,198,5.6,0.2,4,0.3,4.3,0.3,4.9,0.2,5.6,0.2,6.3,0.3,7.0,0.4,7.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,5.6,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Male,71 years and over,63,5.4,0.2,3.6,0.3,4.0,0.3,4.6,0.2,5.3,0.3,6.2,0.3,7.0,0.3,7.5,0.4,,,,,,,,,,,,,,,,,,,,,,,5.4,,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Female,71 years and over,74,5.5,0.2,4,0.3,4.2,0.3,4.8,0.2,5.4,0.2,6.2,0.3,6.9,0.4,7.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,5.5,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Male,19 years and over,467,5.6,0.1,3.6,0.2,4.0,0.1,4.7,0.1,5.5,0.1,6.4,0.1,7.3,0.2,7.9,0.2,,,,,,,,,,,,,,,,,,,,,,,5.6,,
Percentage of total energy intake from polyunsaturated fats,2004,Newfoundland and Labrador,Female,19 years and over,530,5.7,0.1,4,0.2,4.3,0.1,4.9,0.1,5.6,0.1,6.5,0.1,7.3,0.2,7.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,5.7,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Both,1-3,75,10.9,0.3,7.8,0.4,8.5,0.4,9.6,0.3,10.9,0.3,12.2,0.4,13.4,0.5,14.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,10.9
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Both,4-8,76,11.4,0.4,9.2,0.4,9.7,0.4,10.5,0.4,11.4,0.4,12.4,0.4,13.2,0.5,13.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,11.4
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Male,9-13,73,12.0,0.3,9.5,0.5,10.1,0.4,11.0,0.4,12.0,0.3,13.1,0.4,14.0,0.4,14.7,0.5,,,,,,,,,,,,,,,,,,,,,,,12.0,,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Female,9-13,71,11.8,0.4,9.9,0.9,10.3,0.7,11.1,0.5,11.8,0.4,12.6,0.5,13.3,0.8,13.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,11.8,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Male,14-18,67,12.2,0.4,9.3,0.5,9.9,0.5,10.9,0.4,12.1,0.4,13.3,0.4,14.4,0.5,15.2,0.6,,,,,,,,,,,,,,,,,,,,,,,12.2,,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Female,14-18,62,12.4,0.3,10.1,1,10.5,0.8,11.4,0.5,12.4,0.3,13.3,0.5,14.2,0.8,14.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,12.4,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Male,19-30,35,12.8,0.6,9.3,0.8,9.9,0.8,11.1,0.7,12.7,0.6,14.3,0.7,15.6,0.8,16.5,0.9,,,,,,,,,,,,,,,,,,,,,,,12.8,,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Female,19-30,51,12.4,0.6,9.4,0.8,10.1,0.7,11.1,0.6,12.3,0.6,13.6,0.7,14.8,0.9,15.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,12.4,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Male,31-50,119,12.8,0.3,9.1,0.5,9.8,0.4,11.1,0.4,12.7,0.3,14.3,0.4,15.8,0.6,16.8,0.8,,,,,,,,,,,,,,,,,,,,,,,12.8,,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Female,31-50,127,13.2,0.4,10.3,0.6,10.9,0.5,11.9,0.5,13.2,0.4,14.5,0.5,15.7,0.6,16.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,13.2,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Male,51-70,150,12.0,0.4,8.2,0.5,9.1,0.4,10.3,0.4,11.9,0.4,13.5,0.5,15.0,0.5,16.1,0.6,,,,,,,,,,,,,,,,,,,,,,,12.0,,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Female,51-70,161,11.4,0.4,7.7,0.4,8.4,0.4,9.8,0.4,11.3,0.4,13.0,0.4,14.5,0.5,15.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,11.4,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Male,71 years and over,96,11.0,0.4,7.7,0.5,8.4,0.5,9.6,0.4,11.0,0.4,12.4,0.4,13.8,0.5,14.6,0.6,,,,,,,,,,,,,,,,,,,,,,,11.0,,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Female,71 years and over,87,11.1,0.4,8.1,0.5,8.7,0.4,9.8,0.4,11.0,0.4,12.3,0.4,13.5,0.5,14.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,11.1,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Male,19 years and over,400,12.2,0.2,8.6,0.3,9.3,0.3,10.6,0.2,12.1,0.2,13.7,0.3,15.3,0.3,16.2,0.4,,,,,,,,,,,,,,,,,,,,,,,12.2,,
Percentage of total energy intake from monounsaturated fats,2015,Newfoundland and Labrador,Female,19 years and over,426,12.2,0.2,8.9,0.2,9.6,0.2,10.7,0.2,12.1,0.2,13.5,0.2,14.9,0.3,15.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,12.2,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Both,1-3,79,10.5,0.4,7.3,0.5,8.0,0.4,9.1,0.4,10.4,0.4,11.8,0.4,13.0,0.4,13.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,10.5
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Both,4-8,127,12.2,0.3,9.8,0.4,10.4,0.4,11.2,0.4,12.1,0.3,13.2,0.4,14.1,0.5,14.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,12.2
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Male,9-13,111,12.8,0.3,10.2,0.5,10.7,0.4,11.7,0.4,12.8,0.3,13.9,0.4,14.9,0.5,15.6,0.5,,,,,,,,,,,,,,,,,,,,,,,12.8,,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Female,9-13,96,12.6,0.3,10.7,0.9,11.1,0.8,11.8,0.5,12.6,0.3,13.4,0.5,14.1,0.8,14.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,12.6,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Male,14-18,107,12.8,0.4,9.8,0.6,10.4,0.5,11.5,0.5,12.7,0.4,14.0,0.4,15.2,0.5,15.9,0.6,,,,,,,,,,,,,,,,,,,,,,,12.8,,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Female,14-18,105,12.9,0.3,10.6,1,11.1,0.8,11.9,0.5,12.9,0.3,13.9,0.5,14.8,0.9,15.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,12.9,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Male,19-30,77,13.3,0.6,9.6,0.8,10.4,0.7,11.7,0.6,13.2,0.6,14.8,0.6,16.2,0.7,17.1,0.8,,,,,,,,,,,,,,,,,,,,,,,13.3,,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Female,19-30,91,12.4,0.6,9.5,0.8,10.1,0.7,11.1,0.6,12.3,0.6,13.6,0.7,14.7,0.9,15.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,12.4,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Male,31-50,145,12.9,0.4,9.2,0.6,9.9,0.5,11.2,0.4,12.7,0.4,14.4,0.4,16.0,0.6,16.9,0.7,,,,,,,,,,,,,,,,,,,,,,,12.9,,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Female,31-50,167,13.8,0.4,10.6,0.7,11.3,0.6,12.5,0.5,13.7,0.4,15.0,0.5,16.3,0.6,17.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,13.8,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Male,51-70,182,12.4,0.4,8.7,0.5,9.4,0.5,10.8,0.5,12.3,0.5,14.0,0.5,15.5,0.5,16.5,0.6,,,,,,,,,,,,,,,,,,,,,,,12.4,,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Female,51-70,198,12.2,0.4,8.3,0.5,9.1,0.5,10.5,0.4,12.1,0.4,13.8,0.4,15.4,0.5,16.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,12.2,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Male,71 years and over,63,11.5,0.4,8.1,0.6,8.8,0.5,10.1,0.5,11.4,0.4,13.0,0.4,14.3,0.5,15.2,0.6,,,,,,,,,,,,,,,,,,,,,,,11.5,,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Female,71 years and over,74,11.5,0.4,8.5,0.5,9.1,0.4,10.2,0.4,11.4,0.4,12.7,0.4,13.9,0.5,14.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,11.5,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Male,19 years and over,467,12.7,0.2,8.9,0.3,9.7,0.3,11.0,0.3,12.6,0.2,14.2,0.2,15.8,0.3,16.7,0.3,,,,,,,,,,,,,,,,,,,,,,,12.7,,
Percentage of total energy intake from monounsaturated fats,2004,Newfoundland and Labrador,Female,19 years and over,530,12.7,0.2,9.4,0.3,10.1,0.2,11.3,0.2,12.7,0.2,14.1,0.2,15.5,0.3,16.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,12.7,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Both,1-3,75,125.0,6.0,55,6,67.0,6,89.0,6,118.0,6,155.0,8.0,191.0,10.0,217.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,125.0
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Both,4-8,76,141.0,6.0,83,8,94.0,7,112.0,7,137.0,6,166.0,7.0,194.0,10.0,217.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,141.0
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Male,9-13,73,170.0,8.0,95,6,107.0,6,132.0,7,163.0,7,201.0,9.0,240.0,12.0,269.0,14.0,,,,,,,,,,,,,,,,,,,,,,,170.0,,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Female,9-13,71,141.0,6.0,84,7,94.0,7,114.0,6,138.0,6,165.0,7.0,193.0,10.0,212.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,141.0,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Male,14-18,67,205.0,13.0,105,9,121.0,10,153.0,11,196.0,12,247.0,15.0,300.0,19.0,341.0,23.0,,,,,,,,,,,,,,,,,,,,,,,205.0,,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Female,14-18,62,138.0,10.0,64,7,75.0,8,99.0,8,130.0,9,167.0,12.0,209.0,14.0,237.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,138.0,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Male,19-30,35,166.0,16.0,76,10,87.0,11,114.0,13,156.0,15,205.0,18.0,257.0,24.0,294.0,28.0,,,,,,,,,,,,,,,,,,,,,,,166.0,,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Female,19-30,51,155.0,11.0,83,9,96.0,9,118.0,10,148.0,11,186.0,13.0,225.0,16.0,250.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,155.0,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Male,31-50,119,192.0,9.0,101,9,117.0,9,146.0,9,184.0,9,230.0,11.0,277.0,14.0,310.0,17.0,,,,,,,,,,,,,,,,,,,,,,,192.0,,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Female,31-50,127,160.0,8.0,85,8,97.0,8,119.0,8,152.0,8,192.0,10.0,232.0,14.0,264.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,160.0,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Male,51-70,150,191.0,9.0,91,7,108.0,7,138.0,8,182.0,9,233.0,11.0,285.0,14.0,326.0,18.0,,,,,,,,,,,,,,,,,,,,,,,191.0,,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Female,51-70,161,162.0,6.0,75,6,89.0,6,116.0,6,153.0,6,199.0,8.0,246.0,11.0,280.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,162.0,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Male,71 years and over,96,183.0,9.0,89,6,103.0,6,132.0,7,172.0,8,222.0,11.0,277.0,14.0,318.0,17.0,,,,,,,,,,,,,,,,,,,,,,,183.0,,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Female,71 years and over,87,165.0,10.0,81,7,96.0,7,122.0,8,157.0,10,200.0,12.0,244.0,15.0,278.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,165.0,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Male,19 years and over,400,186.0,6.0,90,4,106.0,5,135.0,5,175.0,7,226.0,8.0,281.0,9.0,317.0,11.0,,,,,,,,,,,,,,,,,,,,,,,186.0,,
Naturally occurring folate (mcg/d),2015,Newfoundland and Labrador,Female,19 years and over,426,161.0,4.0,79,4,92.0,4,117.0,4,152.0,4,194.0,5.0,242.0,7.0,275.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,161.0,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Both,1-3,79,133.0,7.0,59,6,71.0,6,95.0,6,126.0,7,165.0,8.0,204.0,10.0,228.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,133.0
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Both,4-8,127,151.0,6.0,88,8,100.0,8,120.0,7,145.0,7,177.0,7.0,211.0,11.0,232.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,151.0
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Male,9-13,111,198.0,9.0,111,7,125.0,8,154.0,7,190.0,9,234.0,10.0,280.0,13.0,312.0,16.0,,,,,,,,,,,,,,,,,,,,,,,198.0,,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Female,9-13,96,157.0,6.0,96,7,107.0,6,127.0,6,153.0,6,181.0,8.0,212.0,10.0,231.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,157.0,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Male,14-18,107,224.0,13.0,114,10,132.0,11,167.0,11,212.0,13,269.0,16.0,329.0,21.0,367.0,24.0,,,,,,,,,,,,,,,,,,,,,,,224.0,,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Female,14-18,105,154.0,10.0,73,8,86.0,8,112.0,9,146.0,10,188.0,12.0,232.0,15.0,261.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,154.0,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Male,19-30,77,188.0,16.0,84,11,101.0,12,134.0,13,177.0,15,231.0,19.0,288.0,24.0,329.0,28.0,,,,,,,,,,,,,,,,,,,,,,,188.0,,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Female,19-30,91,156.0,12.0,84,10,96.0,10,119.0,11,149.0,11,186.0,13.0,224.0,16.0,248.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,156.0,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Male,31-50,145,203.0,12.0,108,11,124.0,11,154.0,11,194.0,13,242.0,14.0,293.0,16.0,326.0,19.0,,,,,,,,,,,,,,,,,,,,,,,203.0,,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Female,31-50,167,170.0,8.0,90,9,103.0,9,129.0,8,161.0,8,202.0,10.0,249.0,14.0,277.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,170.0,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Male,51-70,182,213.0,10.0,106,8,123.0,8,157.0,9,201.0,10,257.0,12.0,317.0,16.0,356.0,18.0,,,,,,,,,,,,,,,,,,,,,,,213.0,,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Female,51-70,198,185.0,8.0,88,7,103.0,6,135.0,6,176.0,7,225.0,10.0,278.0,13.0,316.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,185.0,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Male,71 years and over,63,204.0,10.0,99,7,115.0,7,147.0,8,190.0,10,248.0,12.0,309.0,16.0,352.0,19.0,,,,,,,,,,,,,,,,,,,,,,,204.0,,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Female,71 years and over,74,189.0,12.0,96,8,110.0,9,140.0,10,180.0,12,228.0,14.0,278.0,18.0,313.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,189.0,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Male,19 years and over,467,207.0,7.0,101,5,118.0,6,151.0,6,196.0,7,251.0,8.0,310.0,10.0,348.0,12.0,,,,,,,,,,,,,,,,,,,,,,,207.0,,
Naturally occurring folate (mcg/d),2004,Newfoundland and Labrador,Female,19 years and over,530,176.0,5.0,87,4,102.0,4,130.0,4,167.0,5,213.0,6.0,263.0,8.0,297.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,176.0,
Linoleic fatty acid (g/d),2015,Newfoundland and Labrador,Both,1-3,75,6.8,0.3,3.8,0.3,4.3,0.3,5.3,0.3,6.6,0.4,8.1,0.4,9.6,0.5,10.7,0.6,7.0,42.3,6.5,3.14787049447106e-05,,,,,,,,,,,,,,,,,,,,,6.8
Linoleic fatty acid (g/d),2015,Newfoundland and Labrador,Both,4-8,76,10.6,0.5,7.3,0.6,8.0,0.6,9.1,0.5,10.5,0.5,12.0,0.6,13.4,0.8,14.5,1.0,10.0,58.2,9.2,0.008,,,,,,,,,,,,,,,,,,,,,10.6
Linoleic fatty acid (g/d),2015,Newfoundland and Labrador,Male,9-13,73,14.3,0.6,8.4,0.7,9.4,0.7,11.3,0.6,13.8,0.6,16.8,0.8,19.8,1.1,22.1,1.4,12.0,67.8,6.3,0.7848572048000001,,,,,,,,,,,,,,,,,,,14.3,,
Linoleic fatty acid (g/d),2015,Newfoundland and Labrador,Female,9-13,71,12.0,0.7,7.2,0.6,8.1,0.6,9.7,0.6,11.7,0.7,13.9,0.8,16.2,1.0,17.8,1.3,10.0,71.5,8.6,0.0,,,,,,,,,,,,,,,,,,,,12.0,
Linoleic fatty acid (g/d),2015,Newfoundland and Labrador,Male,14-18,67,15.6,1.1,9.3,1,10.4,0.9,12.4,1,15.2,1,18.3,1.3,21.5,1.7,23.9,2.0,16.0,42.8,9.3E,0.0065690154,,,,,,,,,,,,,,,,,,,15.6,,
Linoleic fatty acid (g/d),2015,Newfoundland and Labrador,Female,14-18,62,12.4,0.8,7.1,0.7,8.0,0.7,9.8,0.7,12.0,0.8,14.5,0.9,17.2,1.1,19.0,1.3,11.0,62,8.3,0.0008099174000000001,,,,,,,,,,,,,,,,,,,,12.4,
Linoleic fatty acid (g/d),2015,Newfoundland and Labrador,Male,19-30,35,14.6,1.2,7.3,1.2,8.2,1.3,10.5,1.3,13.9,1.2,17.9,1.5,22.0,2.0,25.0,2.4,17.0,29.6,8.2E,0.094,,,,,,,,,,,,,,,,,,,14.6,,
